assetKey,projectKey,locationKey
ChinaSifangtuozi YTF,ChinaSifangtuozi YTF,ChinaSifangtuozi
ChinaWucaiwan YTF,ChinaWucaiwan YTF,ChinaWucaiwan
ChinaQiuling YTF,ChinaQiuling YTF,ChinaQiuling
ChinaShuangtuozi YTF,ChinaShuangtuozi YTF,ChinaShuangtuozi
ChinaWangji,ChinaWangji,ChinaWangji
ChinaLenghu 5,ChinaLenghu 5,ChinaLenghu 5
ChinaXinzhan YTF,ChinaXinzhan YTF,ChinaXinzhan
ChinaZhoucheng,ChinaZhoucheng,ChinaZhoucheng
ChinaLiangjialou,ChinaLiangjialou,ChinaLiangjialou
ChinaYulou,ChinaYulou,ChinaYulou
ChinaTaipingtun,ChinaTaipingtun,ChinaTaipingtun
ChinaXingshugang,ChinaXingshugang,ChinaXingshugang
ChinaMarkit Slope 3,ChinaMarkit Slope 3,ChinaMarkit Slope 3
ChinaUrt Moron-Suli Hu,ChinaUrt Moron-Suli Hu,ChinaUrt Moron-Suli Hu
ChinaHoxtolgay,ChinaHoxtolgay,ChinaHoxtolgay
ChinaWangqiao,ChinaWangqiao,ChinaWangqiao
ChinaBlock 04/12,ChinaBlock 04/12,ChinaBlock 04/12
ChinaShennan Field Tai 8 Fault Block,ChinaShennan Field Tai 8 Fault Block,ChinaShennan Field Tai 8 Fault Block
ChinaWutongwozi,ChinaWutongwozi,ChinaWutongwozi
ChinaKaiping 32,ChinaKaiping 32,ChinaKaiping 32
ChinaWuqing,ChinaWuqing,ChinaWuqing
ChinaSartu,ChinaSartu,ChinaSartu
ChinaBoluozhen,ChinaBoluozhen,ChinaBoluozhen
ChinaBiantai YTF,ChinaBiantai YTF,ChinaBiantai
ChinaXilin Gol,ChinaXilin Gol,ChinaXilin Gol
ChinaBlock 04/24,ChinaBlock 04/24,ChinaBlock 04/24
ChinaBlock 05/04,ChinaBlock 05/04,ChinaBlock 05/04
ChinaChaoyanggou YTF,ChinaChaoyanggou YTF,ChinaChaoyanggou
ChinaDaluhu,ChinaDaluhu,ChinaDaluhu
ChinaXianhezhuang,ChinaXianhezhuang,ChinaXianhezhuang
ChinaShangdian,ChinaShangdian,ChinaShangdian
ChinaQijiawu YTF,ChinaQijiawu YTF,ChinaQijiawu
ChinaYongqing Field,ChinaYongqing Field,ChinaYongqing Field
ChinaShuntuoguoluo West,ChinaShuntuoguoluo West,ChinaShuntuoguoluo West
ChinaXintai,ChinaXintai,ChinaXintai
ChinaHuangqiao-Rugao,ChinaHuangqiao-Rugao,ChinaHuangqiao-Rugao
ChinaJinhu-Yiaotan,ChinaJinhu-Yiaotan,ChinaJinhu-Yiaotan
ChinaGaoji YTF,ChinaGaoji YTF,ChinaGaoji
ChinaWanglongzhuang YTF,ChinaWanglongzhuang YTF,ChinaWanglongzhuang
ChinaLiuzhuang,ChinaLiuzhuang,ChinaLiuzhuang
ChinaFuyu YTF,ChinaFuyu YTF,ChinaFuyu
ChinaNinghai,ChinaNinghai,ChinaNinghai
ChinaWen 23-Wen 96,ChinaWen 23-Wen 96,ChinaWen 23-Wen 96
ChinaBingcaohu,ChinaBingcaohu,ChinaBingcaohu
ChinaQingjiang,ChinaQingjiang,ChinaQingjiang
ChinaHongqi Hailar,ChinaHongqi Hailar,ChinaHongqi Hailar
ChinaZhangjiazhuang,ChinaZhangjiazhuang,ChinaZhangjiazhuang
ChinaZhenyuan,ChinaZhenyuan,ChinaZhenyuan
ChinaLonghupao YTF,ChinaLonghupao YTF,ChinaLonghupao
ChinaHongjingzi YTF,ChinaHongjingzi YTF,ChinaHongjingzi
ChinaLiziwan,ChinaLiziwan,ChinaLiziwan
ChinaYuka Production,ChinaYuka Production,ChinaYuka Production
ChinaPingliangshan-West Taijnar,ChinaPingliangshan-West Taijnar,ChinaPingliangshan-West Taijnar
ChinaJiao-Lai,ChinaJiao-Lai,ChinaJiao-Lai
ChinaBaobao,ChinaBaobao,ChinaBaobao
ChinaYutian North,ChinaYutian North,ChinaYutian North
ChinaHuating-Lingtai,ChinaHuating-Lingtai,ChinaHuating-Lingtai
ChinaQiaolaimaiti,ChinaQiaolaimaiti,ChinaQiaolaimaiti
ChinaMarkit,ChinaMarkit,ChinaMarkit
ChinaYutian,ChinaYutian,ChinaYutian
ChinaQongkol South,ChinaQongkol South,ChinaQongkol South
ChinaFuping-Dali,ChinaFuping-Dali,ChinaFuping-Dali
ChinaGujiazi Production,ChinaGujiazi Production,ChinaGujiazi Production
ChinaMonan,ChinaMonan,ChinaMonan
ChinaZhenbei YTF,ChinaZhenbei YTF,ChinaZhenbei
ChinaWangfu,ChinaWangfu,ChinaWangfu
ChinaLinfanjia,ChinaLinfanjia,ChinaLinfanjia
ChinaSanzhan YTF,ChinaSanzhan YTF,ChinaSanzhan
ChinaYihezhuang,ChinaYihezhuang,ChinaYihezhuang
ChinaSizhan YTF,ChinaSizhan YTF,ChinaSizhan
ChinaYibei,ChinaYibei,ChinaYibei
ChinaBaoyue-Zushangang,ChinaBaoyue-Zushangang,ChinaBaoyue-Zushangang
ChinaZhanggang,ChinaZhanggang,ChinaZhanggang
ChinaXingou Field Qiao 4 Block,ChinaXingou Field Qiao 4 Block,ChinaXingou Field Qiao 4 Block
ChinaBaiyun 15,ChinaBaiyun 15,ChinaBaiyun 15
ChinaBurqin,ChinaBurqin,ChinaBurqin
ChinaXiaojiawan,ChinaXiaojiawan,ChinaXiaojiawan
ChinaBlock 50/34,ChinaBlock 50/34,ChinaBlock 50/34
ChinaKenxi,ChinaKenxi,ChinaKenxi
ChinaShamenzi,ChinaShamenzi,ChinaShamenzi
ChinaBlock 52/22,ChinaBlock 52/22,ChinaBlock 52/22
ChinaLinqing East,ChinaLinqing East,ChinaLinqing East
ChinaAzhong,ChinaAzhong,ChinaAzhong
ChinaTianzhuang,ChinaTianzhuang,ChinaTianzhuang
ChinaBlock 52/26,ChinaBlock 52/26,ChinaBlock 52/26
ChinaYingmaili 7 YTF,ChinaYingmaili 7 YTF,ChinaYingmaili 7
ChinaHuahaizi,ChinaHuahaizi,ChinaHuahaizi
ChinaHuachi YTF,ChinaHuachi YTF,ChinaHuachi
ChinaFanjiachuan YTF,ChinaFanjiachuan YTF,ChinaFanjiachuan
ChinaQianan,ChinaQianan,ChinaQianan
ChinaYiyang-Luoyang,ChinaYiyang-Luoyang,ChinaYiyang-Luoyang
ChinaBlock 63/13,ChinaBlock 63/13,ChinaBlock 63/13
ChinaKup,ChinaKup,ChinaKup
ChinaSantai-Mahaigasu,ChinaSantai-Mahaigasu,ChinaSantai-Mahaigasu
ChinaFoshan 17,ChinaFoshan 17,ChinaFoshan 17
ChinaBlock 16/07,ChinaBlock 16/07,ChinaBlock 16/07
ChinaZhongchakou,ChinaZhongchakou,ChinaZhongchakou
ChinaWei 79-Wen 17,ChinaWei 79-Wen 17,ChinaWei 79-Wen 17
ChinaYuke Field Yu 108 Fault Block,ChinaYuke Field Yu 108 Fault Block,ChinaYuke Field Yu 108 Fault Block
ChinaXiliu Field Ning 49 Fault Block,ChinaXiliu Field Ning 49 Fault Block,ChinaXiliu Field Ning 49 Fault Block
ChinaBlock 03/33,ChinaBlock 03/33,ChinaBlock 03/33
ChinaYinchuan Basin,ChinaYinchuan Basin,ChinaYinchuan Basin
ChinaZhenlai,ChinaZhenlai,ChinaZhenlai
ChinaTianmen-Jianli,ChinaTianmen-Jianli,ChinaTianmen-Jianli
ChinaDongtai-Caopie,ChinaDongtai-Caopie,ChinaDongtai-Caopie
ChinaMangnan-Ganq,ChinaMangnan-Ganq,ChinaMangnan-Ganq
ChinaNanning,ChinaNanning,ChinaNanning
ChinaYichuan Sag,ChinaYichuan Sag,ChinaYichuan Sag
ChinaWeigang,ChinaWeigang,ChinaWeigang
ChinaJianshuiquan,ChinaJianshuiquan,ChinaJianshuiquan
ChinaRuoqiang South,ChinaRuoqiang South,ChinaRuoqiang South
ChinaYingmaili 1,ChinaYingmaili 1,ChinaYingmaili 1
ChinaDongfeng,ChinaDongfeng,ChinaDongfeng
ChinaNingwu North,ChinaNingwu North,ChinaNingwu North
ChinaHuaxingzhen Block I,ChinaHuaxingzhen Block I,ChinaHuaxingzhen Block I
ChinaGucheng Production,ChinaGucheng Production,ChinaGucheng
ChinaTaoerhe,ChinaTaoerhe,ChinaTaoerhe
ChinaChian Field Wei 2 Fault Block,ChinaChian Field Wei 2 Fault Block,ChinaChian Field Wei 2 Fault Block
ChinaMaoshan,ChinaMaoshan,ChinaMaoshan
ChinaWeicheng,ChinaWeicheng,ChinaWeicheng
ChinaMawangmiao Field Ma 25 Block,ChinaMawangmiao Field Ma 25 Block,ChinaMawangmiao Field Ma 25 Block
ChinaBlock 29/11,ChinaBlock 29/11,ChinaBlock 29/11
ChinaTadongbei 1 Sinopec,ChinaTadongbei 1 Sinopec,ChinaTadongbei 1 Sinopec
ChinaJiaolige YTF,ChinaJiaolige YTF,ChinaJiaolige
ChinaJiuzhou-Tianlin,ChinaJiuzhou-Tianlin,ChinaJiuzhou-Tianlin
ChinaChenpu,ChinaChenpu,ChinaChenpu
ChinaHuizhou 30,ChinaHuizhou 30,ChinaHuizhou 30
ChinaLufeng 06,ChinaLufeng 06,ChinaLufeng 06
ChinaTaixing,ChinaTaixing,ChinaTaixing
ChinaTazhong North,ChinaTazhong North,ChinaTazhong North
ChinaQingdao 34,ChinaQingdao 34,ChinaQingdao 34
ChinaYangcao YTF,ChinaYangcao YTF,ChinaYangcao
ChinaBijialing YTF,ChinaBijialing YTF,ChinaBijialing
ChinaYuke Field Yu 29 Fault Block,ChinaYuke Field Yu 29 Fault Block,ChinaYuke Field Yu 29 Fault Block
ChinaShengtuo,ChinaShengtuo,ChinaShengtuo
ChinaWenliu Bei,ChinaWenliu Bei,ChinaWenliu Bei
ChinaMinfeng East,ChinaMinfeng East,ChinaMinfeng East
ChinaAnshun,ChinaAnshun,ChinaAnshun
ChinaYilinhei Bilgen Shan,ChinaYilinhei Bilgen Shan,ChinaYilinhei Bilgen Shan
ChinaHanchuan-Jiayu,ChinaHanchuan-Jiayu,ChinaHanchuan-Jiayu
ChinaDafeng-Xinghua,ChinaDafeng-Xinghua,ChinaDafeng-Xinghua
ChinaZhou-Song,ChinaZhou-Song,ChinaZhou-Song
ChinaHuangyu,ChinaHuangyu,ChinaHuangyu
ChinaYongan,ChinaYongan,ChinaYongan
ChinaXujiazhuang YTF,ChinaXujiazhuang YTF,ChinaXujiazhuang
ChinaBogda Shan,ChinaBogda Shan,ChinaBogda Shan
ChinaHuimin (Yang-101),ChinaHuimin (Yang-101),ChinaHuimin (Yang-101)
ChinaXijiang 24 North,ChinaXijiang 24 North,ChinaXijiang 24 North
ChinaEastern Margin,ChinaEastern Margin,ChinaEastern Margin
ChinaNanyishan-Huangshi,ChinaNanyishan-Huangshi,ChinaNanyishan-Huangshi
ChinaGuaizihu,ChinaGuaizihu,ChinaGuaizihu
ChinaJiyang Northwest,ChinaJiyang Northwest,ChinaJiyang Northwest
ChinaXiliu Field Xiliu 10 Fault Block,ChinaXiliu Field Xiliu 10 Fault Block,ChinaXiliu Field Xiliu 10 Fault Block
ChinaQinggelidi Shan,ChinaQinggelidi Shan,ChinaQinggelidi Shan
ChinaGudao,ChinaGudao,ChinaGudao
ChinaFahaniu YTF,ChinaFahaniu YTF,ChinaFahaniu
ChinaGaoyou-Xinghua,ChinaGaoyou-Xinghua,ChinaGaoyou-Xinghua
ChinaWulian 16,ChinaWulian 16,ChinaWulian 16
ChinaNorth Margin 2,ChinaNorth Margin 2,ChinaNorth Margin 2
ChinaNanhua-Shuangbo,ChinaNanhua-Shuangbo,ChinaNanhua-Shuangbo
ChinaTaizhou-Taixian,ChinaTaizhou-Taixian,ChinaTaizhou-Taixian
ChinaJinganpu,ChinaJinganpu,ChinaJinganpu
ChinaLianmengzhuang YTF,ChinaLianmengzhuang YTF,ChinaLianmengzhuang
ChinaNorth Margin 1,ChinaNorth Margin 1,ChinaNorth Margin 1
ChinaYumenguan,ChinaYumenguan,ChinaYumenguan
ChinaWestern Margin,ChinaWestern Margin,ChinaWestern Margin
ChinaChezhen-Yihezhuang,ChinaChezhen-Yihezhuang,ChinaChezhen-Yihezhuang
ChinaMatouzhuang YTF,ChinaMatouzhuang YTF,Chinamatouzhuang
ChinaPSCA Kongnan,ChinaPSCA Kongnan,ChinaPSCA Kongnan
ChinaAnxi,ChinaAnxi,ChinaAnxi
ChinaJinzhou-Gongan,ChinaJinzhou-Gongan,ChinaJinzhou-Gongan
ChinaHuangping,ChinaHuangping,ChinaHuangping
ChinaZhenwu YTF,ChinaZhenwu YTF,ChinaZhenwu
ChinaMinqiao YTF,ChinaMinqiao YTF,ChinaMinqiao
ChinaBiandong YTF,ChinaBiandong YTF,ChinaBiandong
ChinaYangjiang 06,ChinaYangjiang 06,ChinaYangjiang 06
ChinaCentral Junggar 3,ChinaCentral Junggar 3,ChinaCentral Junggar 3
ChinaHepu,ChinaHepu,ChinaHepu
ChinaDonghongzhuang YTF,ChinaDonghongzhuang YTF,ChinaDonghongzhuang
ChinaAnhui Nanling,ChinaAnhui Shale,ChinaAnhui
ChinaBeixiaohu,ChinaBeixiaohu,ChinaBeixiaohu
ChinaSouthern Margin East Sinopec,ChinaSouthern Margin East Sinopec,ChinaSouthern Margin East Sinopec
ChinaDongmingji-Gaopingji,ChinaDongmingji-Gaopingji,ChinaDongmingji-Gaopingji
ChinaMarkit Slope 1,ChinaMarkit Slope 1,ChinaMarkit Slope 1
ChinaShuntuoguoluo North,ChinaShuntuoguoluo North,ChinaShuntuoguoluo North
ChinaCentral Junggar 4,ChinaCentral Junggar 4,ChinaCentral Junggar 4
ChinaXiahe,ChinaXiahe,ChinaXiahe
ChinaXinghua-Tuoduo,ChinaXinghua-Tuoduo,ChinaXinghua-Tuoduo
ChinaQuti,ChinaQuti,ChinaQuti
ChinaXingrenpu,ChinaXingrenpu,ChinaXingrenpu
ChinaBurqin Basin,ChinaBurqin Basin,ChinaBurqin Basin
ChinaBlock 62/17,ChinaBlock 62/17,ChinaBlock 62/17
ChinaBlock 65/24,ChinaBlock 65/24,ChinaBlock 65/24
ChinaDamintun Production,ChinaDamintun Production,ChinaDamintun Production
ChinaPingnan,ChinaPingnan,ChinaPingnan
ChinaSishui,ChinaSishui,ChinaSishui
ChinaOulituozi YTF,ChinaOulituozi YTF,ChinaOulituozi
ChinaSheyang 05,ChinaSheyang 05,ChinaSheyang 05
ChinaSanian,ChinaSanian,ChinaSanian
ChinaCaoshe YTF,ChinaCaoshe YTF,ChinaCaoshe
ChinaWendeng 14,ChinaWendeng 14,ChinaWendeng 14
ChinaFumin YTF,ChinaFumin YTF,ChinaFumin
ChinaHongshahe,ChinaHongshahe,ChinaHongshahe
ChinaNanzhuang,ChinaNanzhuang,ChinaNanzhuang
ChinaWujiao Production,ChinaWujiao Production,ChinaWujiao Production
ChinaOpen 2017 Lower Liaohe Depression Offshore Liaoning Province,ChinaLower Liaohe Depression Offshore Liaoning Province,ChinaLiaoning offshore
ChinaOpen 2020 Xinjiang Basin,ChinaXinjiang Basin,ChinaXinjiang Basin
ChinaOpen 2019 CBM Ordos Basin Gansu,ChinaOrdos Basin CBM,ChinaGansu
ChinaOpen 2017 P - Ordos Basin Nei Mongol Province Onshore 1,ChinaOrdos Basin Onshore,ChinaOrdos (Shaanganning) Basin
ChinaOpen 2018 K - Bohai Gulf Gulf of Bohai Onshore 2,ChinaBohai Gulf Onshore,ChinaGulf of Bohai
ChinaOpen 2018 J - Chuxiong Basin Guangxi Province Onshore 1,ChinaChuxiong Basin Onshore,ChinaChuxiong (Dianzhong) Basin
ChinaOpen 2022 Jurassic Shale Junggar Basin,ChinaSoutheast Uplift Onshore Heilongjiang Province,ChinaHeilongjiang
ChinaOpen 2019 Mi - Erlian Basin Nei Mongol Province Onshore 1,ChinaErlian Basin Onshore,ChinaInner Mongolia Autonomous Region
ChinaOpen 2022 K - Zhongsha Plateau South China Sea Offshore 1,ChinaZhongsha Plateau Offshore,ChinaSouth China Sea Basin
ChinaOpen 2019 Mi - East China Sea Basin East China Sea Offshore 1,ChinaEast China Sea Basin Offshore,ChinaEast China Sea Basin
ChinaOpen 2024 CBM Yunnan-Guizhou Basin,ChinaYunnan-Guizhou Basin CBM,ChinaQujing
ChinaOpen 2024 CBM Qingshui Basin,ChinaQingshui Basin CBM,ChinaLinfen
ChinaOpen 2028 Lucaogou Shale Junggar Basin,ChinaLucaogou Shale,ChinaXinjiang Uygur Autonomous Region
ChinaOpen 2028 Mesozoic shale Bohai Gulf Basin,ChinaMesozoic Shale,ChinaShandong
ChinaOpen 2030 CBM Hailar Basin,ChinaHailar Basin CBM,ChinaHulumber
ChinaOpen 2031 CBM Yili Basin,ChinaYili Basin CBM,ChinaIli (Xinjiang)
PhilippinesRefinery gains,PhilippinesRefinery gains,PhilippinesMindanao
PhilippinesLibertad 11,PhilippinesLibertad 11,PhilippinesSC 40
PhilippinesMalolos,PhilippinesMalolos,PhilippinesSC 44t
PhilippinesSampaguita,PhilippinesSampaguita,PhilippinesSC 72
PhilippinesNido (A & B),PhilippinesNido B,PhilippinesSC 14A Nido
PhilippinesCadlao,PhilippinesCadlao,PhilippinesSC 6B
PhilippinesMatinloc,PhilippinesMatinloc,PhilippinesSC 14B
PhilippinesSan Antonio,PhilippinesSan Antonio,PhilippinesSC 37
PhilippinesGaloc,PhilippinesGaloc,PhilippinesSC 14C
PhilippinesSan Martin A-1X,PhilippinesSan Martin A-1X,PhilippinesSC 38
PhilippinesMatinloc North,PhilippinesMatinloc North,PhilippinesSC 14B-1
PhilippinesKJF (Calauit),PhilippinesCalauit 1-B,PhilippinesSC 50
PhilippinesOcton,PhilippinesOcton,PhilippinesSC 6A
PhilippinesHippo (SC41),PhilippinesHippo (SC41),PhilippinesSC 41 (Hippo)
PhilippinesNido 1X1,PhilippinesNido 1X1,PhilippinesSC 54A
PhilippinesCadlao (redevelop),PhilippinesCadlao (redevlopment),PhilippinesSC (Area 6)
PhilippinesDabakan,PhilippinesSC 56,PhilippinesSC 56
PhilippinesPolyard,PhilippinesSC 49,PhilippinesSC 49
PhilippinesSC 75,PhilippinesSC 75,PhilippinesSC 75
PhilippinesSC 69,PhilippinesSC 69,PhilippinesVisayan Basin
PhilippinesSC 52,PhilippinesSC 52,PhilippinesSC 52
PhilippinesSC 70,PhilippinesSC 70,PhilippinesSC 70
PhilippinesSC 74,PhilippinesSC 74,PhilippinesSC 74
PhilippinesSC 55,PhilippinesSC 55,PhilippinesSC 55
PhilippinesArea 14,PhilippinesSC (Area 14) 2007,PhilippinesSC (Area 14)
PhilippinesSC 58,PhilippinesSC 58,PhilippinesSC 58
PhilippinesSC 54B,PhilippinesSC 54B,PhilippinesSC 54B
PhilippinesSC 59 (West Balabac),PhilippinesWest Balabac,PhilippinesSC 59
PhilippinesSC 14 Tara,PhilippinesSC 14 Tara,PhilippinesSC 14
PhilippinesSC 14D,PhilippinesSC 14D,PhilippinesSC 14D
PhilippinesSC 63,PhilippinesSC 63,PhilippinesSC 63
PhilippinesSC 57,PhilippinesSC 57,PhilippinesSC 57
PhilippinesSC 51 South,PhilippinesSC 51 South,PhilippinesSC 51 South
PhilippinesSC 51 North,PhilippinesSC 51,PhilippinesSC 51
PhilippinesOpen 2019 Mi - Luzon - Ilocos Trough South China Sea Onshore 1,PhilippinesLuzon - Ilocos Trough Onshore,PhilippinesLuzon
PhilippinesOpen 2017 Mi - Reed Bank South Palawan West Palawan Offshore 1,PhilippinesSouth Palawan Offshore,PhilippinesWest Palawan
PhilippinesOpen 2019 Mi - North Palawan South China Sea Offshore 1,PhilippinesNorth Palawan Offshore,PhilippinesPhilippines
East TimorBlock PSC TL-S0-15-01,East TimorBlock PSC TL-S0-15-01,East TimorBlock PSC TL-S0-15-01
East TimorTL-OT-17-08,East TimorTL-OT-17-08,East TimorTL-OT-17-08
East TimorTL-OT-17-09,East TimorTL-OT-17-09,East TimorTL-OT-17-09
East TimorContract Area E,East TimorContract Area E,East TimorContract Area E
IndonesiaTelaga Said (redevelop),IndonesiaTelaga Said,IndonesiaTelaga Said; Darat Fields TAC
IndonesiaLidah,IndonesiaLidah,IndonesiaTuban JOA (Mudi)
IndonesiaLedok,IndonesiaLedok,IndonesiaUEP III Gundih-Jawa Timur (Kedung Tuban 1ST)
IndonesiaSanga Sanga Fields,IndonesiaAsset V,IndonesiaSanga-Sanga Fields TAC
IndonesiaKampung Minyak,IndonesiaKampung Minyak,IndonesiaUEP II (Talang Jimar)
IndonesiaRefinery gains,IndonesiaRefinery gains,IndonesiaIndonesia
IndonesiaBabat Kukui,IndonesiaAsset I,IndonesiaBabat; Kukui Fields TAC
IndonesiaSenabing,IndonesiaAsset II,IndonesiaRamok; Senabing Fields TAC (Senabing)
IndonesiaBula Fields Complex,IndonesiaBula Fields Complex,IndonesiaBula Field PSC Extension
IndonesiaKertegeneh,IndonesiaKertegeneh,IndonesiaMadura Onshore JOA (Sebaya)
IndonesiaPerlak,IndonesiaPerlak,IndonesiaPerlak Field EOR
IndonesiaArahan-Banjarsari,IndonesiaArahan-Banjarsari,IndonesiaTanjung Lontar Fields TAC
IndonesiaSuban Burung,IndonesiaSuban Burung,IndonesiaCorridor PSC (Sumpal)
IndonesiaBetung Oil part,IndonesiaBetung Oil part,IndonesiaBetung; Meruo Senami Fields
IndonesiaBelien,IndonesiaSeram Non-Bula,IndonesiaSeram PSC Extension (Oseil)
IndonesiaWonocolo,IndonesiaAsset IV,IndonesiaLouise C (T Miring)
IndonesiaJulu Rayeu (Gas redevelop),IndonesiaBlock A Aceh,IndonesiaBlock A PSC Extension (Kuala Langsa)
IndonesiaKruka,IndonesiaKruka,IndonesiaKruka
IndonesiaBalun-Tobo,IndonesiaBalun-Tobo,IndonesiaCepu TAC (Balun-Tobo)
IndonesiaBenakat,IndonesiaBenakat,IndonesiaBenakat Field EOR
IndonesiaSelo,IndonesiaSelo,IndonesiaBiru Field TAC (Selo)
IndonesiaBangadua,IndonesiaBangadua,IndonesiaBangadua Field TAC
IndonesiaKaya,IndonesiaKaya,IndonesiaKaya Field TAC (Kaya)
IndonesiaDuri,IndonesiaNorth Duri development project,IndonesiaRokan PSC (Minas)
IndonesiaWasian,IndonesiaWasian,IndonesiaMogoi; Wasian Fields TAC (Wasian)
IndonesiaKruh,IndonesiaKruh,IndonesiaKruh Fields TAC (Kruh)
IndonesiaTanim,IndonesiaTanim,IndonesiaRaja JOA (Air Hitam)
IndonesiaTanjung Miring Timur (East),IndonesiaTanjung Miring Timur (East),IndonesiaTanjung Miring Timur Field TAC
IndonesiaSungai Gelam A,IndonesiaGelam,IndonesiaSungai Gelam A
IndonesiaSisi-Nubi,IndonesiaSisi-Nubi,IndonesiaMahakam Offshore PSC Extension (Sisi-Nubi)
IndonesiaNiengo,IndonesiaNiengo,IndonesiaRombebai PSC (Niengo)
IndonesiaPematang Lantih,IndonesiaMengoepeh,IndonesiaTungkal PSC (Mengoepeh)
IndonesiaSeng and Segat,IndonesiaBentu & Korinci PSC's,IndonesiaBentu Segat PSC (Segat)
IndonesiaMenggala South - Siak,IndonesiaMenggala South - Siak,IndonesiaSiak PSC (Batang)
IndonesiaGurame,IndonesiaGurame,IndonesiaSeruway PSC
IndonesiaArjuna APN,IndonesiaONWJ,IndonesiaOffshore Northwest Java PSC Ext (PSI FSN)
IndonesiaBanuwati,IndonesiaSES gas project,IndonesiaOffshore Southeast Sumatra PSC Extn (Cinta)
IndonesiaTeras,IndonesiaTeras,IndonesiaSouth Sumatra PSC Extension (Jene)
IndonesiaAttaka,IndonesiaBontang LNG,IndonesiaAttaka Unit PSC Extension
IndonesiaSantan,IndonesiaSantan,IndonesiaEast Kalimantan PSC Extension (Sadewa)
IndonesiaJS 15-1,IndonesiaJS 15-1,IndonesiaMuriah PSC (JS 15-1)
IndonesiaArun,IndonesiaArun LNG,IndonesiaBee Block PSC Extension (Arun)
IndonesiaBatumandi,IndonesiaBatumandi,IndonesiaBatumandi Field TAC
IndonesiaBison,IndonesiaNatuna Gas,IndonesiaNatuna Sea Block A PSC
IndonesiaKasikan/Terantam/Paitan/osam/Giti/Berlian,IndonesiaKasikan,IndonesiaC
IndonesiaKasim,IndonesiaKepala Burung,IndonesiaKepala Burung PSC Extension (Walio)
IndonesiaWaropen Basin R-1,IndonesiaWaropen Basin R-1,IndonesiaWaropen Basin R-1
IndonesiaKE 23,IndonesiaKE 23,IndonesiaWest Madura Offshore PSC (KE 5)
IndonesiaLamaru,IndonesiaSanga Sanga,IndonesiaSanga-Sanga PSC Extension
IndonesiaPamanukan,IndonesiaPamanukan,IndonesiaPamanukan Selatan Field TAC
IndonesiaWalio Text II (producing),IndonesiaSalawati Kepala Burung,IndonesiaSalawati Kepala Burung JOA (TBC)
IndonesiaLematang,IndonesiaLematang,IndonesiaLematang PSC (Harimau)
IndonesiaEast Natuna (x-Natuna D-Alpha),IndonesiaEast Natuna (x-Natuna D-Alpha),IndonesiaNatuna D-Alpha PSC
IndonesiaMeruap,IndonesiaMeruap,IndonesiaMeruap Field TAC
IndonesiaTerubuk,IndonesiaSouth Natuna Sea Block B PSC,IndonesiaSouth Natuna Sea Block B PSC
IndonesiaUdang,IndonesiaUdang,IndonesiaUdang Field TAC
IndonesiaRuby,IndonesiaMakassar Straits-4,IndonesiaSebuku PSC
IndonesiaTempino 176,IndonesiaKalyani,IndonesiaKalyani
IndonesiaSuma,IndonesiaSuma,IndonesiaSuma
IndonesiaWailawi,IndonesiaWailawi,IndonesiaSanga-Sanga PSC Extension (Wailawi)
IndonesiaWalanga,IndonesiaSengkang LNG,IndonesiaSengkang PSC Extension (Kampung Baru)
IndonesiaIdi A-2,IndonesiaIdi A-2,IndonesiaIdi A-1
IndonesiaPekan,IndonesiaPekan,IndonesiaCentral Sumatra PSC Ext (Kayuara Timur East)
IndonesiaJS 53A,IndonesiaKangean PSC,IndonesiaKangean PSC (Pagerungan)
IndonesiaSembakung Selatan (South),IndonesiaSembakung Selatan (South),IndonesiaSimenggaris JOA (Pidawan)
IndonesiaKG (Kakap PSC),IndonesiaKakap,IndonesiaKakap PSC (KH)
IndonesiaSesulu,IndonesiaSesulu,IndonesiaEast Kalimantan PSC Extension (Sesulu)
IndonesiaLangsa (NSO H),IndonesiaNSO H,IndonesiaAceh Timur TAC (NSO H)
IndonesiaLalang,IndonesiaMalacca Strait,IndonesiaMalacca Strait PSC Extension (Lalang)
IndonesiaBangkudulis,IndonesiaBangkudulis,IndonesiaBangkudulis Field TAC
IndonesiaBungin,IndonesiaBungin,IndonesiaJambi Selatan Block B PSC (Rayun)
IndonesiaRajah,IndonesiaRajah,IndonesiaEast Kalimantan PSC Extension (Rajah)
IndonesiaKepodang,IndonesiaKepodang,IndonesiaMuriah PSC (Kepodang)
IndonesiaTabuan Selatan (South),IndonesiaTabuan Selatan (South),IndonesiaRimau PSC Extension (Kaji)
IndonesiaCamar,IndonesiaCamar,IndonesiaBawean PSC (Camar)
IndonesiaKerendan (Phase 2),IndonesiaKerendan,IndonesiaKerendan
IndonesiaDuyung,IndonesiaDuyung,IndonesiaDuyung
IndonesiaPeulalu 3,IndonesiaPeulalu 3,IndonesiaBlock A PSC Extension (Bago A-1)
IndonesiaTutung,IndonesiaTutung,IndonesiaBontang PSC (Tutung)
IndonesiaSalem,IndonesiaSalem,IndonesiaSalem
IndonesiaTeripang,IndonesiaTeripang,IndonesiaSalem (Lemuru)
IndonesiaWiriagar,IndonesiaWiriagar,IndonesiaUEP V (Wiriagar)
IndonesiaMadura (producing),IndonesiaMadura (producing),IndonesiaMadura Strait PSC
IndonesiaKE 12,IndonesiaKE 12,IndonesiaWest Madura Offshore PSC (KE 12)
IndonesiaTonga,IndonesiaTonga,IndonesiaTonga Block
